perplexity,MinPts,probability,tsne_n_components,NMI,embedding
8,5,0.9970490941834367,4,0.0,tfidf
14,15,0.9970617766886136,8,0.0005189382882717061,tfidf
29,20,0.9970397228329225,8,0.0008380032763368497,tfidf
23,26,0.9970391979538199,8,0.001015647801338571,tfidf
22,7,0.9970946411190226,4,0.0,tfidf
2,2,0.997047642801271,2,0.41241106736442773,tfidf
21,10,0.9970002181618841,8,0.001015647801338571,tfidf
8,26,0.9970614704916875,2,0.31471953943352354,tfidf
24,5,0.9970428435507378,2,0.0,tfidf
1,1,0.9970202044902584,16,0.34473401535561754,tfidf
2,2,0.9970148296278809,16,0.015228090354272151,tfidf
1,1,0.9970314788384163,16,0.34473401535561754,tfidf
5,12,0.9970190531938582,16,0.0,tfidf
5,1,0.9970259329240769,2,0.006145966297616663,tfidf
16,9,0.9970062273092185,2,0.0,tfidf
1,14,0.9970143726809049,16,0.0,tfidf
5,19,0.9970268681743913,16,0.0,tfidf
16,5,0.9970326248229958,2,0.0,tfidf
10,29,0.9970545252093744,16,0.0,tfidf
13,4,0.9970209092322878,2,0.0,tfidf
1,1,0.9970316696103225,16,0.34473401535561754,tfidf
4,3,0.9970352690204868,16,0.08221242192087064,tfidf
3,8,0.997009254368469,16,0.0,tfidf
8,1,0.9970249869443653,16,0.3033355323655254,tfidf
7,6,0.9970465340541804,16,0.053231349441459706,tfidf
1,11,0.9970322019254112,2,0.0,tfidf
3,3,0.9970184134895272,4,0.03314912551583478,tfidf
6,8,0.9970439036273834,16,0.0,tfidf
11,3,0.9970748250989413,4,0.0,tfidf
19,18,0.9970507596684571,2,0.0,tfidf
1,1,0.997033964240456,16,0.34473401535561754,tfidf
3,1,0.9970283597912689,16,0.34412956035995995,tfidf
3,6,0.9970371995393855,16,0.0,tfidf
1,4,0.9970234753014827,16,0.0,tfidf
28,23,0.9970398113738206,8,0.0008380032763368497,tfidf
9,3,0.9970302928797375,4,0.0,tfidf
7,7,0.9970378572806763,8,0.000884920107051841,tfidf
13,5,0.997051132018423,16,0.026179081095590005,tfidf
4,13,0.9970451623259341,16,0.0,tfidf
6,16,0.9970306792292642,8,0.020801579514897136,tfidf
1,1,0.997034327311267,16,0.34473401535561754,tfidf
2,2,0.9970404783366181,16,0.015228090354272151,tfidf
2,2,0.9970276933753476,16,0.015228090354272151,tfidf
4,4,0.9970208374743206,16,0.026180772575359997,tfidf
1,2,0.9970357522617522,2,0.28046104103442443,tfidf
5,1,0.9970146264806455,4,0.007301980018639686,tfidf
2,7,0.9970238642173682,16,0.0,tfidf
26,5,0.9970397485533992,2,0.0,tfidf
19,9,0.9970294696894437,16,0.018452287510823645,tfidf
6,3,0.9970434641852928,16,0.17362067386733465,tfidf
1,1,0.9970342187948914,16,0.34473401535561754,tfidf
3,1,0.9970335253264474,16,0.34412956035995995,tfidf
2,4,0.9970268331928603,16,0.0,tfidf
4,2,0.9970347350835099,16,0.15006584523247404,tfidf
1,6,0.9970472650259316,2,0.0,tfidf
4,22,0.9970177087631341,16,0.0,tfidf
1,2,0.9970231370838257,8,0.0019226349472012327,tfidf
3,30,0.9970418324471024,16,0.0,tfidf
7,4,0.9970309543053556,2,0.0,tfidf
5,1,0.9970374758627266,16,0.3421426521481756,tfidf
1,1,0.9970337137962041,16,0.34473401535561754,tfidf
2,3,0.9970278672436975,16,0.006227423589339688,tfidf
2,1,0.9970331341686907,16,0.3444478646530751,tfidf
1,3,0.9970367458894847,16,0.0,tfidf
4,2,0.9970253422925333,16,0.15006584523247404,tfidf
3,4,0.9970422042231508,4,0.044584704209726767,tfidf
2,5,0.9970221033585792,16,0.0,tfidf
5,1,0.9970307610154902,2,0.006145966297616663,tfidf
1,3,0.9970490310539215,16,0.0,tfidf
3,2,0.997017627671558,16,0.07653573806000265,tfidf
1,1,0.9970354325706429,16,0.34473401535561754,tfidf
1,2,0.9970332334925668,16,0.0,tfidf
3,1,0.9970388526155672,16,0.34412956035995995,tfidf
2,5,0.997028304575605,16,0.0,tfidf
30,3,0.9970251742968432,16,0.01254125089489423,tfidf
1,4,0.9970449719077469,8,0.0,tfidf
6,26,0.9970322599389586,2,0.0,tfidf
4,6,0.9970412142459807,16,0.0,tfidf
2,2,0.9970204064493118,4,0.19668520106951692,tfidf
18,1,0.9970382092238701,16,0.17915742288774536,tfidf
1,1,0.9970357166243836,16,0.34473401535561754,tfidf
1,3,0.9970359120526715,16,0.0,tfidf
2,1,0.9970303195997307,16,0.3444478646530751,tfidf
3,2,0.9970340542581149,16,0.07708235395886637,tfidf
23,17,0.997026111148055,16,0.03749375686638907,tfidf
12,2,0.9970399898824297,16,0.040431908556882855,tfidf
2,1,0.9970297347109902,2,0.42641429309712664,tfidf
4,4,0.997029090578851,2,0.004856538364379973,tfidf
2,3,0.9970320751927194,2,0.40750539899520866,tfidf
15,5,0.9970230171648108,2,0.0,tfidf
2,3,0.997031723375681,2,0.40750539899520866,tfidf
2,3,0.997031123915001,2,0.40750539899520866,tfidf
5,3,0.9970267669154309,2,0.00010988218155735495,tfidf
3,2,0.9970311224924544,2,0.09055808988859894,tfidf
2,7,0.9970288923625751,2,0.22181510185315398,tfidf
3,4,0.9970252831590303,2,0.08698599910350441,tfidf
4,6,0.9970317878737579,2,0.021812503189543836,tfidf
2,14,0.9970388811065973,2,0.0,tfidf
2,3,0.9970195816681631,2,0.40694322073953837,tfidf
3,3,0.9970192741185635,2,0.08698599910350441,tfidf
2,3,0.9970218738213678,2,0.40694322073953837,tfidf
2,4,0.9970219864045765,2,0.3907774843420596,tfidf
5,4,0.9970218818821391,2,0.00010988218155735495,tfidf
2,5,0.9970159277843137,2,0.349939117720374,tfidf
4,5,0.9970124459846073,2,0.004856538364379973,tfidf
2,11,0.9970168697370496,2,0.0,tfidf
2,8,0.9970162752389985,2,0.13094060634100121,tfidf
6,3,0.99701982045242,2,0.001015647801338571,tfidf
3,5,0.9970215434244539,2,0.10621959163545601,tfidf
4,4,0.9970137078571158,2,0.004856538364379973,tfidf
2,2,0.9970238334283902,2,0.4107841570507272,tfidf
2,2,0.9970246675693568,2,0.4107841570507272,tfidf
2,3,0.9970233151340393,2,0.40694322073953837,tfidf
2,6,0.9970247266037305,2,0.303734145183921,tfidf
3,3,0.9970227270295335,2,0.08698599910350441,tfidf
9,4,0.9970190678304544,2,0.0,tfidf
5,2,0.9970237908347032,2,0.00010988218155735495,tfidf
2,2,0.9970206460674922,2,0.4107841570507272,tfidf
4,2,0.9970271787278301,2,0.004856538364379973,tfidf
2,3,0.9970241066560093,2,0.40694322073953837,tfidf
2,3,0.9970214824968546,2,0.40694322073953837,tfidf
3,3,0.9970197165815093,2,0.08698599910350441,tfidf
1,2,0.9970245560994873,2,0.28046104103442443,tfidf
2,3,0.9970267074009481,2,0.4070887738556184,tfidf
3,2,0.9970272147379068,2,0.09055808988859894,tfidf
1,3,0.9970282540180468,2,0.0,tfidf
2,2,0.9970177840092257,2,0.4107841570507272,tfidf
5,2,0.9970187032109443,2,0.00010988218155735495,tfidf
3,20,0.9970298164098261,2,0.0,tfidf
4,1,0.997011523329429,2,0.019119618391178265,tfidf
2,3,0.9970241574748295,2,0.40694322073953837,tfidf
1,3,0.9970266969824505,2,0.0,tfidf
2,4,0.9970154632544659,2,0.3907774843420596,tfidf
1,2,0.9970176860331865,2,0.28046104103442443,tfidf
3,4,0.9970204017357527,2,0.08698599910350441,tfidf
3,2,0.9970256659070027,2,0.09055808988859894,tfidf
1,3,0.9970292304575191,2,0.0,tfidf
2,5,0.9970229990693356,8,0.05117609856339297,tfidf
4,1,0.9970211812299967,2,0.019119618391178265,tfidf
25,2,0.9970316581481992,2,0.0,tfidf
2,3,0.9970215098323749,2,0.40694322073953837,tfidf
2,4,0.9970173750052795,2,0.3907774843420596,tfidf
1,3,0.997023901317305,2,0.0,tfidf
3,1,0.9970260300530035,2,0.12531767084416828,tfidf
2,4,0.9970187840386602,2,0.3907774843420596,tfidf
3,2,0.9970142451041709,4,0.03314912551583478,tfidf
2,3,0.9970291079113037,2,0.4070887738556184,tfidf
1,2,0.9970291410859254,2,0.28046104103442443,tfidf
4,6,0.9970275158283706,2,0.021812503189543836,tfidf
3,21,0.9970307338394865,2,0.0,tfidf
2,3,0.9970227545178049,2,0.40694322073953837,tfidf
2,3,0.9970251190408055,2,0.4070887738556184,tfidf
1,4,0.9970326888029061,2,0.0,tfidf
2,1,0.9970258187713532,2,0.4260299179277731,tfidf
3,1,0.9970255423926072,2,0.12531767084416828,tfidf
1,25,0.9970285231596969,2,0.0,tfidf
2,1,0.9970323863352386,2,0.42641429309712664,tfidf
4,1,0.9970348187910488,2,0.019119618391178265,tfidf
2,2,0.9970367967463792,2,0.41241106736442773,tfidf
1,1,0.9970326775989353,8,0.34475732929251446,tfidf
21,2,0.9970298485155373,2,0.0,tfidf
2,2,0.997037730160987,2,0.41241106736442773,tfidf
2,2,0.9970352923806821,2,0.41241106736442773,tfidf
3,1,0.9970378950335742,2,0.12531767084416828,tfidf
2,2,0.9970359155999353,2,0.41241106736442773,tfidf
3,2,0.9970373528626677,2,0.09055808988859894,tfidf
1,1,0.9970359669924347,2,0.35360249630287244,tfidf
2,2,0.9970419609870883,2,0.41241106736442773,tfidf
3,2,0.9970407722853933,4,0.03314912551583478,tfidf
4,1,0.9970422581886608,2,0.019119618391178265,tfidf
2,2,0.9970361000590716,2,0.41241106736442773,tfidf
1,2,0.9970368046210624,2,0.28046104103442443,tfidf
2,1,0.9970347875639305,2,0.4274362923771098,tfidf
2,1,0.9970343978362074,2,0.4274362923771098,tfidf
3,1,0.9970345037859049,2,0.12531767084416828,tfidf
2,1,0.9970397392992135,2,0.4274362923771098,tfidf
1,1,0.9970395879306486,2,0.35360249630287244,tfidf
3,1,0.9970431504058889,2,0.12531767084416828,tfidf
1,2,0.9970450436200533,2,0.28046104103442443,tfidf
2,1,0.9970389055507369,2,0.4274362923771098,tfidf
2,1,0.9970396046305114,2,0.4274362923771098,tfidf
2,1,0.9970404702386795,2,0.4274362923771098,tfidf
2,1,0.9970392180805434,2,0.4274362923771098,tfidf
2,1,0.997038906557721,2,0.4274362923771098,tfidf
3,1,0.9970393938850741,2,0.12531767084416828,tfidf
1,1,0.9970409734607606,2,0.35360249630287244,tfidf
2,1,0.9970378666150194,2,0.4274362923771098,tfidf
3,1,0.997037710200696,2,0.12531767084416828,tfidf
18,1,0.9970427769827437,2,0.0,tfidf
2,1,0.9970388794187918,2,0.4274362923771098,tfidf
2,1,0.9970367914023974,2,0.4274362923771098,tfidf
2,1,0.9970393521498606,2,0.4274362923771098,tfidf
1,1,0.9970387096021971,2,0.35360249630287244,tfidf
3,1,0.9970402687766492,2,0.12531767084416828,tfidf
1,1,0.9970374198611882,2,0.35360249630287244,tfidf
2,1,0.9970351762489267,8,0.3238085342179331,tfidf
3,1,0.9970440924844277,2,0.12531767084416828,tfidf
2,1,0.9970393014101611,2,0.4274362923771098,tfidf
4,1,0.9970390401647364,2,0.019119618391178265,tfidf
22,14,0.9970378321356204,16,0.14664144667508985,fasttext
21,29,0.9970830021143752,2,0.42670211513533335,fasttext
6,7,0.9970743813451968,2,0.4679517919952474,fasttext
17,1,0.997055553493058,8,0.0025020857050142725,fasttext
24,22,0.99702282825657,8,0.0,fasttext
28,17,0.997047360447314,8,0.0,fasttext
28,11,0.9970082438857483,16,0.008434644458724,fasttext
27,16,0.9970504597291588,2,0.0,fasttext
3,4,0.9970625243581177,2,0.4139888770543834,fasttext
10,30,0.9970729124855823,4,0.2630546243803022,fasttext
1,7,0.9970978984866637,4,0.0,fasttext
11,29,0.9970813043024404,2,0.5711991416833954,fasttext
9,23,0.9970806583765913,2,0.6079730274912148,fasttext
12,24,0.9970984744492574,2,0.4715371664323685,fasttext
10,24,0.9970861408542501,2,0.5775941160752346,fasttext
6,22,0.9970881301485355,2,0.07444462907772006,fasttext
17,25,0.9970639145896911,2,0.47020344583679685,fasttext
14,19,0.9970885118020619,16,0.0,fasttext
8,26,0.997070185570143,4,0.25962223324834616,fasttext
15,20,0.9970789429003748,2,0.46441395344742176,fasttext
5,27,0.9970906045996417,2,0.0,fasttext
10,28,0.997081397690751,2,0.48846113674129127,fasttext
12,23,0.9970686497676927,2,0.47417455620436283,fasttext
9,30,0.9970819228710368,2,0.14178304748319143,fasttext
13,20,0.997091572526608,2,0.46791399422903757,fasttext
7,26,0.9970995905213135,2,0.02542601788845783,fasttext
18,14,0.9970794255939145,8,0.0008911839834268584,fasttext
3,24,0.9970631372784221,4,0.0,fasttext
11,28,0.9970722814109124,16,0.0,fasttext
21,11,0.9970384897022304,16,0.044329385682232936,fasttext
4,18,0.9970931063672934,2,0.01798229988701803,fasttext
9,27,0.9970854748434655,2,0.3609861770335242,fasttext
10,28,0.9970793387736211,2,0.4882884138624496,fasttext
8,30,0.9970844091432334,2,0.04473999193094532,fasttext
15,21,0.9970773798152651,2,0.46416213498785114,fasttext
13,25,0.9970760005586538,2,0.4715371664323685,fasttext
19,28,0.9970827576381327,2,0.4726889781740183,fasttext
11,22,0.9970949863785679,8,0.22030976421660312,fasttext
7,24,0.9970895122285316,2,0.07722597811662306,fasttext
16,29,0.9970861728993825,8,0.04608018085821827,fasttext
10,26,0.9970569611611936,16,0.0,fasttext
10,29,0.9970788939082003,2,0.4192439320556491,fasttext
13,28,0.997074305286648,2,0.6171399214139194,fasttext
14,27,0.9970694878378782,2,0.4724900118924229,fasttext
12,23,0.9970746537792576,2,0.47417455620436283,fasttext
25,29,0.9970828243132591,2,0.0,fasttext
6,25,0.9970939140679509,4,0.06594042332650171,fasttext
30,16,0.9970660576779985,2,0.0,fasttext
8,30,0.9970740711701073,2,0.04473999193094532,fasttext
1,27,0.9970866886932436,8,0.0,fasttext
13,9,0.997059532078836,2,0.0,fasttext
11,28,0.9970800133497637,2,0.6024042600086371,fasttext
11,26,0.9970721366610605,2,0.5640447087577944,fasttext
12,25,0.9970682256804049,2,0.6261930776207568,fasttext
14,23,0.9970669375336689,2,0.46766005704104097,fasttext
16,20,0.9970771260870719,4,0.0,fasttext
9,25,0.9970696762286116,2,0.4772320549179962,fasttext
12,21,0.9970867479784393,2,0.4727130517306025,fasttext
13,24,0.9970745054160514,2,0.4715371664323685,fasttext
7,14,0.9970819806935105,16,0.0,fasttext
11,5,0.997065448539309,2,0.0,fasttext
11,27,0.9970725604727879,2,0.6450439357373675,fasttext
9,27,0.9970718442465931,2,0.3609861770335242,fasttext
14,29,0.9970893948266079,2,0.6158267274555776,fasttext
14,28,0.9970892284998086,2,0.4713561609088612,fasttext
17,26,0.9970963985500603,2,0.47020344583679685,fasttext
12,30,0.9970917155776525,2,0.5125480353923069,fasttext
15,22,0.9970792373337428,4,0.0,fasttext
5,1,0.9970613821747902,2,0.4670167792735034,fasttext
18,25,0.997084589705339,2,0.4719936147039642,fasttext
8,29,0.9970762166442759,8,0.011998042234859693,fasttext
11,28,0.9970810515761528,2,0.6024042600086371,fasttext
13,28,0.9970816885607311,2,0.6171399214139194,fasttext
13,28,0.9970795365652346,2,0.6171399214139194,fasttext
13,28,0.997071970231432,2,0.6171399214139194,fasttext
13,27,0.997067638649459,2,0.4663755610069686,fasttext
14,30,0.9970719165477014,2,0.6125956558859195,fasttext
16,30,0.9970714236263793,2,0.4696928624231752,fasttext
15,29,0.9970644345681255,16,0.0,fasttext
14,29,0.997076003413496,2,0.6154211773824875,fasttext
13,26,0.9970767221865383,2,0.4715371664323685,fasttext
14,30,0.9970737232219006,2,0.6125956558859195,fasttext
17,29,0.997068873805108,2,0.47020344583679685,fasttext
15,28,0.9970717812750837,2,0.4701475623929845,fasttext
14,27,0.997083660603547,2,0.4724900118924229,fasttext
12,29,0.9970770424192784,2,0.5634358937134781,fasttext
12,30,0.9970745329258922,2,0.5125480353923069,fasttext
18,28,0.9970698487571442,2,0.4719936147039642,fasttext
16,26,0.9970667523467472,2,0.4650130105274163,fasttext
14,27,0.9970794982476907,8,0.08590349091925877,fasttext
13,28,0.9970887872080201,4,0.0,fasttext
14,30,0.997073218379332,2,0.6125956558859195,fasttext
15,30,0.9970750109336629,2,0.4605946068922749,fasttext
13,29,0.9970833076642924,2,0.6007741491258672,fasttext
12,29,0.9970781126752003,2,0.5634358937134781,fasttext
10,27,0.9970736127016607,2,0.5614750553312113,fasttext
14,30,0.9970700600076124,2,0.6125956558859195,fasttext
13,29,0.9970628765075699,16,0.0,fasttext
16,28,0.9970811024608902,2,0.4650130105274163,fasttext
15,27,0.997076638716951,2,0.4644849683516498,fasttext
19,25,0.9970682557805493,2,0.42670211513533335,fasttext
14,30,0.9970726972275462,2,0.6125956558859195,fasttext
12,28,0.9970733870638954,2,0.5871320563392556,fasttext
10,30,0.9970781497732573,2,0.35014132681796917,fasttext
11,26,0.9970752768893449,2,0.5640447087577944,fasttext
14,29,0.9970713599929086,2,0.6154211773824875,fasttext
14,29,0.9970658173400052,2,0.6154211773824875,fasttext
12,28,0.9970658782911794,2,0.5871320563392556,fasttext
17,27,0.9970709558523302,2,0.47020344583679685,fasttext
13,13,0.9970646131154438,4,0.0,fasttext
15,29,0.9970677540517301,2,0.46371308616513285,fasttext
14,29,0.9970694742322422,2,0.6154211773824875,fasttext
13,28,0.9970707456439754,2,0.6171399214139194,fasttext
13,27,0.9970700750665654,2,0.4663755610069686,fasttext
11,29,0.9970679930705675,2,0.5691873211397989,fasttext
13,28,0.9970610581855163,8,0.1820134641332193,fasttext
16,26,0.9970644492194886,2,0.4650130105274163,fasttext
12,25,0.9970854946301213,2,0.6261930776207568,fasttext
11,24,0.9970869319592142,2,0.6163320825125701,fasttext
10,24,0.997085393961598,2,0.5775941160752346,fasttext
12,25,0.9970867363674483,16,0.0,fasttext
11,23,0.9970909715534024,2,0.46282463655866707,fasttext
12,18,0.9970815189464063,2,0.46441395344742176,fasttext
11,26,0.9970843031402948,2,0.5640447087577944,fasttext
13,25,0.9970795159621695,2,0.4715371664323685,fasttext
9,26,0.9970882625783489,2,0.4145775203023112,fasttext
15,28,0.9970818762657926,2,0.4701475623929845,fasttext
12,27,0.997076521332019,2,0.6018144014199842,fasttext
11,24,0.9970925858474313,2,0.6163320825125701,fasttext
9,24,0.997092696281715,2,0.5758757012158117,fasttext
10,24,0.9970937187424487,2,0.5775941160752346,fasttext
11,22,0.9970906442421423,2,0.46955745285788636,fasttext
14,28,0.997097064448756,2,0.4713561609088612,fasttext
13,23,0.9970872145404508,2,0.4727130517306025,fasttext
12,27,0.9970854724940906,2,0.6033036795763753,fasttext
12,25,0.9970950324085008,2,0.6275589639303176,fasttext
11,25,0.9970922221172989,2,0.5966291475426154,fasttext
13,21,0.997094425550434,4,0.0,fasttext
11,24,0.9970999580894627,8,0.22521247356225207,fasttext
12,26,0.9970888344346314,2,0.6157987374150414,fasttext
12,26,0.9970893997295821,2,0.6157987374150414,fasttext
12,26,0.997089315805488,2,0.6157987374150414,fasttext
10,25,0.9970892534664573,2,0.6176966029885124,fasttext
10,25,0.9970960548673363,2,0.6179972397948982,fasttext
10,25,0.9970957141218654,2,0.6179972397948982,fasttext
8,25,0.9970964407466181,2,0.30316799423802826,fasttext
10,24,0.9970951463720303,2,0.5775941160752346,fasttext
10,23,0.9970978819255826,2,0.6056046112359135,fasttext
9,23,0.997093332004517,2,0.6082826010776372,fasttext
8,25,0.9970957989480371,16,0.0,fasttext
10,24,0.9970912056906411,2,0.5775941160752346,fasttext
11,25,0.9970982747776412,2,0.5966291475426154,fasttext
9,26,0.9970881446808914,2,0.4145775203023112,fasttext
11,25,0.9970921651789055,2,0.5966291475426154,fasttext
12,27,0.9970836604736582,2,0.6033036795763753,fasttext
13,26,0.9970948474024032,2,0.4715371664323685,fasttext
11,24,0.99709036680622,2,0.6163320825125701,fasttext
10,22,0.9970863359525164,2,0.6195529923384555,fasttext
10,22,0.9970860357208671,2,0.6195529923384555,fasttext
10,22,0.9970854199635582,2,0.6195529923384555,fasttext
7,21,0.997085865463219,2,0.3701090672193552,fasttext
10,22,0.9970842890004114,2,0.6195529923384555,fasttext
10,22,0.9970833141200877,2,0.6195529923384555,fasttext
8,19,0.9970807313701308,2,0.5758944852975433,fasttext
9,20,0.9970831362886189,2,0.6144233598492486,fasttext
10,23,0.9970841911903449,2,0.6056046112359135,fasttext
10,22,0.9970782131046799,2,0.6195529923384555,fasttext
10,22,0.9970787161998311,2,0.6195529923384555,fasttext
10,22,0.9970787851231901,2,0.6195529923384555,fasttext
9,22,0.997082239631192,4,0.06674147100527442,fasttext
10,21,0.9970809358998394,2,0.4594045485189021,fasttext
9,22,0.9970784226389143,2,0.6514007409401097,fasttext
10,22,0.9970773638955293,2,0.6195529923384555,fasttext
9,22,0.9970783247755116,2,0.6514007409401097,fasttext
9,22,0.9970788605358825,2,0.6514007409401097,fasttext
7,22,0.9970785414204948,2,0.2816198206200146,fasttext
9,22,0.9970780340434213,2,0.6514007409401097,fasttext
8,20,0.9970772162233389,8,0.129471338041956,fasttext
9,22,0.997079255466467,2,0.6514007409401097,fasttext
9,21,0.9970794814477191,2,0.6001684069921395,fasttext
9,22,0.9970783241856243,2,0.6514007409401097,fasttext
9,22,0.9970777152417364,2,0.6514007409401097,fasttext
8,22,0.9970791314961527,2,0.5125391574730952,fasttext
9,22,0.9970825459817928,2,0.6514007409401097,fasttext
8,21,0.9970828151650604,2,0.576735917732611,fasttext
9,22,0.9970753349348099,2,0.6514007409401097,fasttext
9,23,0.9970756563220607,2,0.5958354496749723,fasttext
9,20,0.9970846078182436,2,0.6144233598492486,fasttext
7,21,0.9970811926322727,16,0.0,fasttext
9,19,0.9970744551455194,2,0.45544665163671355,fasttext
8,22,0.9970860500817318,2,0.5147063982590231,fasttext
9,22,0.9970778035342504,2,0.6514007409401097,fasttext
9,21,0.9970806570143734,2,0.6001684069921395,fasttext
8,23,0.9970761820148343,2,0.43979880836080465,fasttext
7,22,0.9970837568139893,2,0.2816198206200146,fasttext
9,23,0.9970776428704803,2,0.5958354496749723,fasttext
8,21,0.997080486883321,2,0.576735917732611,fasttext
9,22,0.9970757061210558,2,0.6514007409401097,fasttext
9,23,0.9970740928426631,2,0.5958354496749723,fasttext
9,20,0.9970823594697237,2,0.6144233598492486,fasttext
