min_cluster_size,rho,beta,tsne_n_components,NMI,embedding
81,0.314408399071319,0.2753691771166157,2,0.0,tfidf
15,0.2498336621187673,0.24443974618785133,2,0.5021758608839365,tfidf
26,0.4085114390423107,0.14654167755547748,2,0.5469000388829324,tfidf
22,0.12762893557906446,0.25556611141156266,2,0.5745237792118721,tfidf
23,0.09626610554025908,0.26832843780452886,2,0.5969352118371616,tfidf
33,0.16991097721755197,0.262517664473928,2,0.44206866635513964,tfidf
19,0.9314076536066492,0.28409965101508083,2,0.5361518481301202,tfidf
29,0.2162797973381384,0.20432936064412502,2,0.5584494511349227,tfidf
38,0.11664319234504487,0.27061384528000687,2,0.06233079686552946,tfidf
26,0.05599107097422523,0.1148005012053467,2,0.5715112515381596,tfidf
44,0.16283404572073204,0.22627139261038542,2,0.0063033859693491425,tfidf
32,0.09501760461160537,0.12419081231195322,4,0.007592586525742211,tfidf
13,0.2297359597645057,0.23645646787951713,8,0.16734688253202304,tfidf
23,0.09020640455632092,0.2630651984725795,2,0.5969352118371616,tfidf
23,0.12370559996484559,0.2709644528816104,2,0.5969352118371616,tfidf
35,0.15333288688373342,0.2914558631321821,2,0.06724906878212618,tfidf
29,0.05191404336041325,0.2814850517643598,2,0.5584494511349227,tfidf
19,0.19828767797058738,0.2544631416421176,2,0.5478294274121648,tfidf
41,0.09389509719384372,0.24058359141217,2,0.005609032569674496,tfidf
24,0.2900844588350771,0.21580398329706557,2,0.5392929331431877,tfidf
28,0.1780186747170809,0.3125733565808263,2,0.5736179662953479,tfidf
37,0.12367527717246936,0.27038247742670685,2,0.06233079686552946,tfidf
20,0.08738849541048334,0.1396471298720067,16,0.025605746489448942,tfidf
32,0.09276841512746348,0.2644442412897665,2,0.6027245902629264,tfidf
32,0.15232614479429918,0.24831176618741446,2,0.6027245902629264,tfidf
32,0.14472059361749537,0.24546685611626304,2,0.6027245902629264,tfidf
32,0.22511665071988457,0.24449401659629735,2,0.6027245902629264,tfidf
33,0.2531002011163284,0.2484268107035503,2,0.44206866635513964,tfidf
42,0.21125601508681577,0.23324388213441685,2,0.005609032569674496,tfidf
37,0.3461523939945985,0.10674047340573178,2,0.4105102091098472,tfidf
32,0.5002851743591628,0.24344508895253278,2,0.5713456878265974,tfidf
49,0.1734866064535583,0.2848227023586071,2,0.0036652195379201628,tfidf
31,0.2749100606626595,0.25156385184398933,2,0.5994046922789841,tfidf
29,0.5803925059980561,0.25486151918228195,2,0.5358464602953561,tfidf
34,0.2927220043972013,0.2282395482113404,2,0.4354083855106198,tfidf
38,0.25312960638697896,0.24666522142949793,2,0.06334284972256433,tfidf
31,0.15774068001678299,0.27933386221852935,2,0.5999278516339158,tfidf
35,0.14968543099307435,0.2796112997424057,2,0.06724906878212618,tfidf
41,0.2139681949933347,0.29284775612186476,2,0.005609032569674496,tfidf
27,0.17754872810883934,0.33633796783111186,2,0.5434248641126016,tfidf
45,0.1407468924986885,0.12577370171315902,2,0.004277327906337146,tfidf
31,0.7481238290410697,0.26178698984780013,2,0.5968824565556187,tfidf
27,0.1957417657962085,0.2776324379913735,2,0.5435954863265463,tfidf
31,0.24324936303465317,0.25410125048559895,2,0.5994046922789841,tfidf
129,0.28012207800601613,0.24271417219308405,2,0.0,tfidf
35,0.32462398246053537,0.26390321283395507,2,0.06724906878212618,tfidf
162,0.13433430941565425,0.2228441485864647,2,0.0,tfidf
31,0.22790166374301718,0.16197927485352592,2,0.5997450836800092,tfidf
40,0.21928142716024612,0.14783059875230653,4,0.0,tfidf
27,0.16487257720742526,0.132893622756949,2,0.5730407547849075,tfidf
36,1.205490247233298,0.11176285721087549,2,0.6110946314225429,tfidf
37,1.1235721193505168,0.11251941435415888,8,0.0009627239846704887,tfidf
35,1.6524973246080403,0.12064052629649845,2,0.5342795926321561,tfidf
31,1.3549716069110826,0.10467647397493995,2,0.5687302140627871,tfidf
28,0.12603811316509367,0.16536177289322948,2,0.5736179662953479,tfidf
33,0.19053455124036958,0.13313004184923685,2,0.44206866635513964,tfidf
39,0.058138471256199385,0.1533476863887211,2,0.06233079686552946,tfidf
25,0.6485524722631418,0.12014129655331393,2,0.6383664699276296,tfidf
24,0.3581584507802169,0.12469373667279864,16,0.023168788261944726,tfidf
28,0.5608161802195264,0.10823173622753948,2,0.5349068690370652,tfidf
34,0.4651023769342171,0.11772778452174183,2,0.5766717836143512,tfidf
95,0.23356164071078608,0.14117102104029675,2,0.0,tfidf
49,0.4512128295236321,0.4968585600893487,8,0.007843961803599097,fasttext
109,1.6156866449939637,0.17042699772911016,16,0.31762779253065837,fasttext
158,0.24947781503863753,0.17609186474384023,2,0.0,fasttext
93,1.3478473444011114,0.25513274880458303,8,0.5742248667415826,fasttext
39,1.2921923501709194,0.25270298213589704,4,0.7341274299611583,fasttext
70,1.5037329201536145,0.5287559778477338,16,0.32351565989697884,fasttext
18,1.6044453854344607,0.25420735743565936,4,0.44672933967431333,fasttext
50,1.2004532150001637,0.2640313388148192,8,0.7244509082628493,fasttext
28,0.8469121958231324,0.1743431673450743,8,0.6457117520001098,fasttext
27,1.7250058379137152,0.30761388825881664,8,0.4297440271559691,fasttext
175,0.9505096722677033,0.4012260783232122,4,0.0,fasttext
69,1.9937127900468858,0.10808217326041847,4,0.5112917149055474,fasttext
6,1.244581218369661,0.35224059614330216,2,0.41187525510654227,fasttext
120,1.0595300428940104,0.40913883148633157,4,0.0,fasttext
54,0.6813097813129877,0.28607830217525826,8,0.01079291819064827,fasttext
86,1.1623616011769393,0.585658081144038,4,0.4522403681758776,fasttext
126,1.3049856464170455,0.22934285872033477,2,0.7450606064504416,fasttext
152,1.3547192673148498,0.2133862532045706,2,0.7470171787477677,fasttext
140,0.7976059690913859,0.19868812758597926,2,0.45893442314070987,fasttext
193,1.4131118488384753,0.10555210155149053,2,0.7437134072031191,fasttext
139,1.0351524956784022,0.21599849542400237,2,0.6277603859542771,fasttext
186,1.4121708077086428,0.11757176041973282,2,0.7447214823269026,fasttext
164,1.4338227595294597,0.13777606185383268,2,0.7554247452546755,fasttext
161,1.1522610996083895,0.14837585565364686,2,0.46222924590494,fasttext
130,1.8164906789506237,0.23101467931117403,2,0.7391478976649316,fasttext
152,1.4636672980360323,0.2123440192406582,2,0.7602912766956441,fasttext
152,1.512096678805571,0.14400450448362312,2,0.7415662316195759,fasttext
173,1.4532956765532161,0.2021181051804511,16,0.2576060213251627,fasttext
171,1.5918643933640055,0.14103882839638243,2,0.7489804005112569,fasttext
174,1.7590260045372745,0.14515688312924765,2,0.8276360327859184,fasttext
195,1.816387852516012,0.1484215908309936,2,0.8081773684779214,fasttext
184,1.807108445156117,0.10111262646246319,2,0.8269632205761215,fasttext
186,1.8075292168548878,0.10440698366819581,2,0.816719481291987,fasttext
185,1.850099779337964,0.1011399454662317,2,0.8238069399015515,fasttext
183,1.991939836011067,0.10298816248445418,16,0.312455875432154,fasttext
183,1.6968561896588246,0.17172152689625253,2,0.7400427177897654,fasttext
176,1.8413226102121518,0.1250050986728371,2,0.8082273401231389,fasttext
164,1.8884904635946043,0.17283787067030604,16,0.31244917810245526,fasttext
105,1.6764354266735355,0.10395600501564808,2,0.7151371010842135,fasttext
195,1.7340490688635553,0.15622220811441295,2,0.7990326036255344,fasttext
142,1.593240896993918,0.180834190432427,2,0.7651716312168643,fasttext
181,1.8769056981359726,0.12846214517403143,2,0.8229486605731672,fasttext
184,1.894231800065391,0.13259864384378978,2,0.8243978576552027,fasttext
169,1.9444832462302128,0.1322743557601072,2,0.8226023565164566,fasttext
179,1.9225550560639701,0.12669437048988066,8,0.4729712340523464,fasttext
188,1.8827258966217415,0.16443562396973818,2,0.8277978589764767,fasttext
157,1.9769570563269334,0.1648806798371369,16,0.32118051670284886,fasttext
189,1.7722002108393131,0.1805735513550485,2,0.7963614473148104,fasttext
166,1.652066040590423,0.19465404880137405,8,0.5925311109070108,fasttext
177,1.7366964307564943,0.1587739989144366,4,0.46188867727391264,fasttext
148,1.8831861143615696,0.12349387184295024,2,0.8055088545489372,fasttext
181,1.8702366419499106,0.12890432924120765,2,0.8243856743088404,fasttext
189,1.9129550056076496,0.1601670912908002,2,0.8265620804300423,fasttext
171,1.9198601751401356,0.15894049741245722,2,0.8222875966834216,fasttext
190,1.7548959349137927,0.18192670526634247,2,0.8000365498207566,fasttext
117,1.9818637555278114,0.24245552153441294,2,0.6852158947801917,fasttext
78,1.6612297296026926,0.19507568223608013,4,0.7457507345272,fasttext
158,1.7810175102488404,0.13988217673055955,2,0.7572749045812797,fasttext
177,1.5621612816461474,0.11954807058702827,8,0.5952388805983426,fasttext
189,1.9203437145655984,0.16234436423674942,2,0.8265620804300423,fasttext
195,1.9200759110570562,0.22732552040655132,2,0.8230629568773581,fasttext
188,1.9965008541826608,0.15903902357299166,2,0.821001612729101,fasttext
169,1.850815493104534,0.14560777613015807,2,0.8187873264082824,fasttext
181,1.7228497194889432,0.1248659056515936,2,0.7977780533001275,fasttext
188,1.774595287614892,0.18853764507367973,2,0.7996403654248865,fasttext
174,1.9189731953426803,0.2052830487930061,2,0.8265573324182346,fasttext
160,1.9318131791181725,0.16838013396729862,2,0.7682861344314766,fasttext
173,1.8292244329943617,0.20642094112724718,4,0.7297329413825153,fasttext
56,1.6430259953155866,0.1520805950135422,2,0.6536770657351748,fasttext
134,1.7856278629407387,0.21823553912413132,16,0.3251564981550769,fasttext
190,1.6868108135170043,0.2639555249969143,2,0.7984026407322168,fasttext
179,1.882479535522784,0.1163204503035416,2,0.8220473315116401,fasttext
166,1.8425690166513933,0.13900952717046006,2,0.7600170758550284,fasttext
183,1.933596790602311,0.11410368417460287,2,0.7985852050152936,fasttext
94,1.81394185540778,0.18360374501727889,2,0.7061634579843619,fasttext
174,1.9943350126099373,0.17156390928095014,2,0.8260888570999645,fasttext
172,1.955587311715946,0.1670402467742755,2,0.8249049477166811,fasttext
146,1.999956511045308,0.19626417419329784,2,0.7327085602883442,fasttext
173,1.962112230475501,0.17113678850181938,2,0.8248168599680789,fasttext
155,1.7139990370429037,0.20738099490265122,8,0.4678125059174342,fasttext
163,1.9146901818839266,0.16914624143442328,2,0.7931463586462716,fasttext
174,1.9455895671712646,0.14952976285067826,2,0.8255966120128685,fasttext
192,1.9425403138445883,0.14994134994260178,2,0.8299879588788676,fasttext
192,1.8127773291097533,0.15128015126839106,2,0.7957310459428556,fasttext
195,1.8666673882191551,0.1422383096136693,2,0.8245932425602801,fasttext
186,1.7641586476956093,0.10927917282746075,2,0.785383153830794,fasttext
176,1.951100773661931,0.18771322313523223,16,0.3169514434520464,fasttext
167,1.9034204629435678,0.15560078108910388,2,0.7642128936825638,fasttext
8,1.843584403191834,0.17929808155074917,2,0.41863678193953957,fasttext
186,1.7309815971291074,0.13684047867337346,4,0.45502270908657244,fasttext
191,1.9962457649012946,0.11374259549594792,2,0.8274150860668559,fasttext
191,1.9967752027810095,0.11639018016046701,2,0.8274150860668559,fasttext
189,1.9959855762955643,0.12097054867610466,2,0.8228673914748915,fasttext
192,1.89273244026857,0.10066029879630972,2,0.8273429878981577,fasttext
192,1.8889501652493987,0.10003258974349513,2,0.8273429878981577,fasttext
192,1.8040538414075529,0.10059315609152453,2,0.8043145383632309,fasttext
192,1.8912188255013147,0.1079673045686726,2,0.8273429878981577,fasttext
195,1.8722867181340157,0.11209474045235136,2,0.8245932425602801,fasttext
179,1.8752301094070731,0.11407220713437724,8,0.5173748315344454,fasttext
182,1.7583279573172297,0.10223254556384719,2,0.828223047860121,fasttext
185,1.6944378165857914,0.11175600153685489,2,0.799617120985968,fasttext
191,1.7921324022405996,0.13247307689665985,2,0.8231040300530267,fasttext
183,1.6212354843715986,0.12403311109526668,2,0.7444728790104953,fasttext
180,1.840601448679068,0.1006426851026293,2,0.8021206906012954,fasttext
192,1.9587131362947892,0.10826257161080471,2,0.8269301834368141,fasttext
192,1.948310827094383,0.10831470548009733,2,0.8310038424049225,fasttext
185,1.7461073847107638,0.13004429006358295,2,0.7903470541966067,fasttext
192,1.8993218964014353,0.10133107701577959,16,0.31291345747768146,fasttext
182,1.8043488606769174,0.12263936313967538,2,0.8245829055878889,fasttext
178,1.9641681376528417,0.11685393292826247,2,0.8267275217797537,fasttext
195,1.8448425789859169,0.13614920877940617,4,0.7113987143895331,fasttext
191,1.9528458053683688,0.11061197285847127,2,0.8286596401371277,fasttext
187,1.8919362153768302,0.10873554204507284,2,0.8265990903453334,fasttext
187,1.7679048723355537,0.13000567643406166,2,0.8242794359655302,fasttext
182,1.9578784441228376,0.11652740418624413,2,0.8245243085931743,fasttext
191,1.8612533699684377,0.14418997732472583,2,0.8281913209405047,fasttext
35,1.8694673585218953,0.14420308514634864,2,0.5126447500253978,fasttext
195,1.9190040133076895,0.1385035097042494,2,0.824466850032633,fasttext
190,1.9699733553604322,0.10067994945837994,2,0.8309030039374066,fasttext
178,1.9973350667843175,0.10032408685791841,2,0.8012307359543002,fasttext
189,1.9652230711427827,0.12095878014316495,2,0.8235618177665753,fasttext
192,1.933645251125923,0.11149813356892162,2,0.8292817453796184,fasttext
185,1.944477771846402,0.1263525617507261,2,0.8273106673413725,fasttext
191,1.8551969390391418,0.1442358069540168,2,0.7957903889316422,fasttext
188,1.9142361541852095,0.12048752979676734,2,0.8264233167885985,fasttext
195,1.827741083205307,0.1321791289920296,2,0.8036930352899013,fasttext
182,1.9425211203885044,0.15122701458743604,8,0.4701291034926633,fasttext
169,1.9766773231175994,0.11279437198366851,2,0.7946757629222972,fasttext
177,1.9953654827946556,0.10049430069722415,2,0.8012307359543002,fasttext
190,1.7578854331759894,0.13685699561787634,2,0.799523793702434,fasttext
185,1.822621981311998,0.11687953994200549,2,0.816719481291987,fasttext
191,1.8915702063101276,0.10893141138530348,2,0.8306548514638795,fasttext
191,1.8820216168886428,0.11012448950201652,2,0.8281913209405047,fasttext
187,1.9284930105584426,0.12554889329729185,2,0.8269081575977187,fasttext
195,1.8761992040907958,0.14579216305537152,2,0.8252479858753272,fasttext
117,1.7136324342594778,0.1147064278205029,2,0.7634073172827173,fasttext
181,1.7913733766398034,0.15685927113247133,16,0.3164154726930912,fasttext
191,1.9345722793403,0.13273534771944115,2,0.8305656928104327,fasttext
188,1.9451963046538374,0.13099084376147216,2,0.8209202818027523,fasttext
184,1.8544692247777905,0.14141837208786523,4,0.4665786926216509,fasttext
177,1.3340310566212479,0.16057937347139448,2,0.74562791638054,fasttext
191,1.904465588840992,0.11058965215226518,2,0.8050196521456215,fasttext
191,1.9509506706298596,0.12043198513459007,2,0.8286596401371277,fasttext
182,1.9965894331850214,0.12488607294748268,2,0.8300778972067278,fasttext
183,1.9400544995690334,0.13009045436826353,2,0.7985852050152936,fasttext
180,1.9605854408276207,0.14989901720479387,2,0.8276225861764047,fasttext
180,1.830632115989793,0.14977983183689134,2,0.815453220080708,fasttext
171,1.9122641866565664,0.16559591437896043,2,0.8222875966834216,fasttext
175,1.5240523600273461,0.1381649270127435,2,0.7431429773899413,fasttext
187,1.9525457696719914,0.2849095062259663,2,0.8269081575977187,fasttext
180,1.8650516089994986,0.15138106621629954,2,0.8204225245384019,fasttext
195,1.9728982116686549,0.12523315570141466,2,0.8277413417343475,fasttext
195,1.9600400195969157,0.12764459389734506,2,0.8244225642161269,fasttext
187,1.911607876850758,0.12474217896391207,2,0.8225692193681055,fasttext
184,1.9997766041127853,0.1388655096614423,2,0.8073185616809836,fasttext
189,1.812836894686332,0.12095874010536775,2,0.818751290284056,fasttext
195,1.87401763131302,0.1754766339394147,8,0.4494275538243506,fasttext
184,1.9299971844222592,0.10871174571584238,2,0.8258061819488783,fasttext
190,1.2325660587686187,0.15927470088732146,2,0.7089693494180875,fasttext
180,1.7820686401376644,0.14552162736373264,2,0.8242105681164128,fasttext
78,1.9619937651464947,0.11028250060838134,2,0.6265966729140476,fasttext
192,1.9984946546448898,0.11891612754579002,2,0.8283973791764785,fasttext
192,1.967348169252329,0.12246939955536595,2,0.8288926629660522,fasttext
191,1.9028186185609552,0.12189231253442248,2,0.8306548514638795,fasttext
192,1.8963074972035392,0.1214156715825081,2,0.8273429878981577,fasttext
195,1.99932241743763,0.13035784882480123,2,0.8254712727411452,fasttext
189,1.9251145032931776,0.10911086830461736,2,0.8262841462429934,fasttext
187,1.8515804488300072,0.11787907343876106,2,0.822472418059447,fasttext
192,1.9640607754949722,0.10024351030575346,16,0.31787992830044326,fasttext
109,1.9104230114738017,0.13588472341920607,2,0.6893851016157414,fasttext
195,1.8727271766036688,0.12358406910664513,2,0.8245932425602801,fasttext
185,1.3764691551835437,0.1098680408112781,2,0.7452468906285846,fasttext
189,1.933431743862051,0.1367426137134073,2,0.8262841462429934,fasttext
192,1.6575775760642113,0.12138187107279436,2,0.7985847443230715,fasttext
186,1.8363221309165763,0.13110806249047766,2,0.8018557991815268,fasttext
190,1.967322306041913,0.1093036587037537,4,0.7411790913932925,fasttext
185,1.882429715025249,0.10031649497093365,2,0.8220043141373373,fasttext
192,1.154142975477225,0.36596057555562866,2,0.6144565298028056,fasttext
195,1.7479207950107687,0.11764721637258962,2,0.7993920980676275,fasttext
182,1.033572923431616,0.1305331007943669,2,0.41720915794346547,fasttext
188,1.918135628146647,0.1380729785460938,2,0.8248714705960453,fasttext
178,1.9678903185908627,0.14489522997333995,2,0.8267275217797537,fasttext
183,1.965097057581073,0.1562421106324795,2,0.8298373687596441,fasttext
184,1.9976844886196579,0.16224131065146122,2,0.8073185616809836,fasttext
190,0.9154015360289153,0.11485396047924995,2,0.41720915794346547,fasttext
188,1.9368679628199383,0.15243815884912865,2,0.8241750723652768,fasttext
195,1.8962961782471235,0.1252479469667841,2,0.8279512387408302,fasttext
192,1.8860014734248998,0.12496238159373978,2,0.8248669070041055,fasttext
195,1.962453882561615,0.10857689186800966,2,0.8244225642161269,fasttext
57,1.8500035616240011,0.25089775294684563,8,0.42991913813362753,fasttext
124,1.9145472738304936,0.11963797936366172,2,0.7147748939411874,fasttext
187,1.4734535817770897,0.13234452195583965,2,0.7436883435756254,fasttext
182,1.8230058658590507,0.18842316772553735,2,0.8032137066543396,fasttext
192,1.1088305578213364,0.1398195038149932,2,0.5954456591939327,fasttext
195,1.8943517571524915,0.10044163073213251,2,0.8305347751430744,fasttext
195,1.8975155403522366,0.10794380441777518,2,0.8279512387408302,fasttext
190,1.8875601392287584,0.10609795856856122,2,0.8306171449163713,fasttext
191,1.8881976994588476,0.10051501359855747,2,0.8281913209405047,fasttext
190,1.851981809029025,0.10395338312533577,2,0.8012140475261842,fasttext
187,1.9999200633009078,0.11471168230811954,2,0.8222251025437947,fasttext
